corr_stocks,corr_oil,noisy_trader,przemek_trader,start_ind
0.5106948193969374, 0.5647300260730208, 550, 50, 1700
0.5559195062229769, 0.5647300260730208, 500, 100, 1700
0.5713150410385152, 0.5647300260730208, 450, 150, 1700
0.5635754915294272, 0.5647300260730208, 400, 200, 1700
0.554148639237383, 0.5647300260730208, 350, 250, 1700
0.5581958662859066, 0.5647300260730208, 300, 300, 1700
0.7854375418608521, 0.49138000132300735, 600, 0, 1800
0.6434935853229367, 0.49138000132300735, 550, 50, 1800
0.7770646288605837, 0.49138000132300735, 500, 100, 1800
0.8470747694418092, 0.49138000132300735, 450, 150, 1800
0.8313021235003398, 0.49138000132300735, 400, 200, 1800
0.8153655993105821, 0.49138000132300735, 350, 250, 1800
0.8442443371022625, 0.49138000132300735, 300, 300, 1800
0.29363272755069747, 0.6888510072746676, 600, 0, 1900
0.9129406273774429, 0.6888510072746676, 550, 50, 1900
0.8284679311209096, 0.6888510072746676, 500, 100, 1900
0.9315357108242641, 0.6888510072746676, 450, 150, 1900
0.8862912253301025, 0.6888510072746676, 400, 200, 1900
0.8791893592624753, 0.6888510072746676, 350, 250, 1900
0.9039254738865543, 0.6888510072746676, 300, 300, 1900
0.0037450359910952704, 0.3019508126907703, 600, 0, 2000
0.5337769390969852, 0.3019508126907703, 550, 50, 2000
0.428684173200331, 0.3019508126907703, 500, 100, 2000
0.2981675513825494, 0.3019508126907703, 450, 150, 2000
0.360973378380139, 0.3019508126907703, 400, 200, 2000
0.34132027520792285, 0.3019508126907703, 350, 250, 2000
0.4144157282492768, 0.3019508126907703, 300, 300, 2000
0.6807760164199713, 0.7389826584632245, 600, 0, 2100
0.15032623395058656, 0.7389826584632245, 550, 50, 2100
0.11056315115002098, 0.7389826584632245, 500, 100, 2100
0.06567658885620058, 0.7389826584632245, 450, 150, 2100
0.14852147571912888, 0.7389826584632245, 400, 200, 2100
0.038369040505173015, 0.7389826584632245, 350, 250, 2100
0.04628415171563255, 0.7389826584632245, 300, 300, 2100
0.40883783292120635, 0.143890893358712, 600, 0, 2200
0.9480048758900201, 0.143890893358712, 550, 50, 2200
0.9473488376436491, 0.143890893358712, 500, 100, 2200
0.9402209984875934, 0.143890893358712, 450, 150, 2200
0.9426547460931733, 0.143890893358712, 400, 200, 2200
0.9426318088617059, 0.143890893358712, 350, 250, 2200
0.9434918691447053, 0.143890893358712, 300, 300, 2200
0.47054935609468534, 0.3759568341185785, 600, 0, 2300
0.8377011615906305, 0.3759568341185785, 550, 50, 2300
0.8276109364519719, 0.3759568341185785, 500, 100, 2300
0.8083238604525335, 0.3759568341185785, 450, 150, 2300
0.8299641668414124, 0.3759568341185785, 400, 200, 2300
0.8437996711512484, 0.3759568341185785, 350, 250, 2300
0.855809730672494, 0.3759568341185785, 300, 300, 2300
0.3008794798200447, 0.2773900743630438, 600, 0, 2400
0.6951254463587652, 0.2773900743630438, 550, 50, 2400
0.6932742494860308, 0.2773900743630438, 500, 100, 2400
0.6946035044510287, 0.2773900743630438, 450, 150, 2400
0.6960098225209815, 0.2773900743630438, 400, 200, 2400
0.6991065276423067, 0.2773900743630438, 350, 250, 2400
0.6977817434020696, 0.2773900743630438, 300, 300, 2400
